id,X1
0,20000
1,100000
2,200000
3,50000
4,100000
5,180000
6,280000
7,160000
8,310000
9,420000
10,260000
11,200000
12,70000
13,10000
14,180000
15,70000
16,220000
17,50000
18,370000
19,460000
20,50000
21,200000
22,100000
23,200000
24,40000
25,420000
26,400000
27,480000
28,190000
29,500000
30,210000
31,380000
32,50000
33,200000
34,30000
35,30000
36,20000
37,140000
38,20000
39,220000
40,190000
41,30000
42,60000
43,290000
44,50000
45,300000
46,120000
47,140000
48,70000
49,50000
50,150000
51,80000
52,10000
53,10000
54,300000
55,150000
56,450000
57,30000
58,50000
59,30000
60,300000
61,70000
62,50000
63,90000
64,50000
65,110000
66,210000
67,310000
68,390000
69,30000
70,270000
71,30000
72,360000
73,200000
74,90000
75,150000
76,260000
77,290000
78,300000
79,250000
80,70000
81,50000
82,250000
83,240000
84,70000
85,50000
86,50000
87,420000
88,30000
89,50000
90,140000
91,30000
92,180000
93,210000
94,280000
95,20000
96,30000
97,30000
98,230000
99,250000
100,480000
101,70000
102,20000
103,50000
104,180000
105,30000
106,90000
107,220000
108,170000
109,290000
110,30000
111,360000
112,500000
113,360000
114,170000
115,170000
116,10000
117,30000
118,80000
119,120000
120,80000
121,470000
122,70000
123,30000
124,40000
125,200000
126,150000
127,220000
128,20000
129,260000
130,20000
131,490000
132,80000
133,60000
134,160000
135,240000
136,50000
137,190000
138,60000
139,80000
140,110000
141,120000
142,140000
143,60000
144,70000
145,240000
146,200000
147,10000
148,200000
149,260000
150,80000
151,150000
152,100000
153,100000
154,80000
155,300000
156,220000
157,360000
158,250000
159,70000
160,210000
161,50000
162,170000
163,70000
164,80000
165,110000
166,500000
167,180000
168,480000
169,440000
170,160000
171,380000
172,200000
173,240000
174,80000
175,160000
176,470000
177,50000
178,150000
179,50000
180,150000
181,230000
182,230000
183,100000
184,90000
185,110000
186,70000
187,130000
188,450000
189,100000
190,20000
191,500000
192,130000
193,200000
194,160000
195,200000
196,20000
197,110000
198,360000
199,500000
200,70000
201,50000
202,320000
203,230000
204,120000
205,250000
206,210000
207,150000
208,20000
209,30000
210,10000
211,50000
212,30000
213,60000
214,20000
215,70000
216,200000
217,500000
218,20000
219,250000
220,50000
221,180000
222,130000
223,100000
224,350000
225,160000
226,210000
227,60000
228,80000
229,30000
230,130000
231,350000
232,240000
233,210000
234,270000
235,120000
236,20000
237,450000
238,20000
239,240000
240,110000
241,180000
242,140000
243,20000
244,200000
245,150000
246,20000
247,90000
248,140000
249,200000
250,210000
251,180000
252,230000
253,170000
254,220000
255,30000
256,100000
257,150000
258,210000
259,350000
260,200000
261,240000
262,50000
263,360000
264,50000
265,250000
266,200000
267,30000
268,250000
269,80000
270,220000
271,80000
272,40000
273,170000
274,140000
275,110000
276,50000
277,220000
278,350000
279,250000
280,110000
281,60000
282,310000
283,20000
284,30000
285,230000
286,210000
287,50000
288,310000
289,310000
290,20000
291,290000
292,50000
293,180000
294,80000
295,270000
296,290000
297,120000
298,330000
299,80000
300,160000
301,230000
302,180000
303,270000
304,280000
305,50000
306,200000
307,130000
308,50000
309,300000
310,100000
311,80000
312,140000
313,300000
314,110000
315,180000
316,320000
317,110000
318,40000
319,180000
320,150000
321,140000
322,50000
323,50000
324,260000
325,150000
326,100000
327,130000
328,140000
329,490000
330,500000
331,30000
332,50000
333,80000
334,30000
335,80000
336,360000
337,140000
338,260000
339,70000
340,160000
341,50000
342,50000
343,80000
344,120000
345,30000
346,140000
347,360000
348,50000
349,30000
350,130000
351,10000
352,120000
353,80000
354,50000
355,230000
356,20000
357,50000
358,10000
359,140000
360,360000
361,220000
362,80000
363,90000
364,300000
365,20000
366,120000
367,500000
368,240000
369,260000
370,100000
371,210000
372,30000
373,20000
374,60000
375,200000
376,50000
377,500000
378,50000
379,150000
380,90000
381,300000
382,240000
383,230000
384,50000
385,200000
386,180000
387,130000
388,160000
389,30000
390,340000
391,60000
392,200000
393,270000
394,180000
395,10000
396,500000
397,80000
398,130000
399,80000
400,200000
401,50000
402,50000
403,130000
404,130000
405,30000
406,150000
407,380000
408,360000
409,230000
410,210000
411,50000
412,50000
413,500000
414,30000
415,100000
416,340000
417,200000
418,50000
419,30000
420,350000
421,10000
422,180000
423,500000
424,260000
425,150000
426,210000
427,50000
428,150000
429,220000
430,210000
431,20000
432,150000
433,180000
434,230000
435,140000
436,50000
437,400000
438,140000
439,420000
440,50000
441,80000
442,100000
443,160000
444,80000
445,60000
446,310000
447,230000
448,100000
449,80000
450,250000
451,500000
452,160000
453,30000
454,70000
455,120000
456,500000
457,200000
458,50000
459,290000
460,200000
461,200000
462,80000
463,130000
464,150000
465,260000
466,200000
467,140000
468,430000
469,120000
470,10000
471,30000
472,80000
473,150000
474,80000
475,30000
476,150000
477,60000
478,270000
479,140000
480,100000
481,350000
482,160000
483,140000
484,220000
485,90000
486,200000
487,30000
488,100000
489,50000
490,90000
491,50000
492,20000
493,50000
494,300000
495,380000
496,70000
497,420000
498,180000
499,80000
500,450000
501,220000
502,290000
503,30000
504,120000
505,160000
506,150000
507,30000
508,150000
509,20000
510,180000
511,450000
512,360000
513,250000
514,150000
515,60000
516,260000
517,50000
518,50000
519,230000
520,80000
521,410000
522,70000
523,80000
524,160000
525,80000
526,50000
527,80000
528,10000
529,170000
530,70000
531,70000
532,200000
533,180000
534,140000
535,110000
536,350000
537,120000
538,300000
539,180000
540,100000
541,100000
542,30000
543,50000
544,330000
545,130000
546,230000
547,140000
548,30000
549,130000
550,360000
551,120000
552,100000
553,50000
554,30000
555,70000
556,320000
557,120000
558,200000
559,250000
560,30000
561,70000
562,330000
563,30000
564,100000
565,180000
566,90000
567,600000
568,10000
569,260000
570,390000
571,420000
572,50000
573,170000
574,90000
575,170000
576,80000
577,220000
578,20000
579,160000
580,100000
581,450000
582,60000
583,150000
584,360000
585,30000
586,30000
587,50000
588,130000
589,20000
590,180000
591,240000
592,60000
593,50000
594,50000
595,50000
596,400000
597,500000
598,200000
599,100000
600,300000
601,20000
602,360000
603,30000
604,320000
605,190000
606,80000
607,210000
608,140000
609,20000
610,460000
611,200000
612,20000
613,20000
614,150000
615,230000
616,130000
617,150000
618,300000
619,50000
620,50000
621,30000
622,290000
623,100000
624,230000
625,110000
626,50000
627,250000
628,240000
629,360000
630,110000
631,10000
632,220000
633,140000
634,200000
635,200000
636,150000
637,230000
638,130000
639,200000
640,30000
641,500000
642,30000
643,400000
644,10000
645,120000
646,180000
647,30000
648,50000
649,50000
650,130000
651,500000
652,200000
653,50000
654,360000
655,430000
656,10000
657,220000
658,230000
659,420000
660,260000
661,280000
662,220000
663,20000
664,30000
665,20000
666,150000
667,360000
668,240000
669,200000
670,180000
671,150000
672,20000
673,260000
674,30000
675,90000
676,450000
677,10000
678,350000
679,60000
680,200000
681,260000
682,20000
683,80000
684,170000
685,500000
686,450000
687,20000
688,160000
689,180000
690,110000
691,130000
692,20000
693,50000
694,330000
695,30000
696,130000
697,320000
698,310000
699,20000
700,50000
701,150000
702,270000
703,90000
704,80000
705,60000
706,50000
707,520000
708,140000
709,140000
710,80000
711,110000
712,500000
713,420000
714,320000
715,230000
716,360000
717,270000
718,50000
719,240000
720,90000
721,50000
722,30000
723,160000
724,300000
725,340000
726,50000
727,50000
728,430000
729,140000
730,320000
731,20000
732,360000
733,80000
734,360000
735,350000
736,300000
737,260000
738,220000
739,50000
740,180000
741,140000
742,230000
743,150000
744,20000
745,150000
746,280000
747,50000
748,180000
749,20000
750,200000
751,290000
752,210000
753,110000
754,160000
755,80000
756,230000
757,130000
758,60000
759,350000
760,20000
761,310000
762,280000
763,10000
764,50000
765,100000
766,50000
767,240000
768,50000
769,110000
770,50000
771,350000
772,440000
773,360000
774,110000
775,50000
776,60000
777,30000
778,50000
779,20000
780,130000
781,230000
782,80000
783,110000
784,50000
785,100000
786,70000
787,80000
788,20000
789,200000
790,250000
791,50000
792,360000
793,210000
794,30000
795,130000
796,300000
797,130000
798,240000
799,360000
800,130000
801,60000
802,290000
803,50000
804,80000
805,300000
806,290000
807,330000
808,20000
809,90000
810,180000
811,80000
812,270000
813,50000
814,320000
815,480000
816,170000
817,220000
818,70000
819,400000
820,20000
821,20000
822,30000
823,50000
824,140000
825,180000
826,200000
827,180000
828,160000
829,180000
830,360000
831,30000
832,300000
833,170000
834,130000
835,100000
836,100000
837,40000
838,120000
839,250000
840,210000
841,20000
842,360000
843,230000
844,360000
845,270000
846,50000
847,70000
848,80000
849,200000
850,110000
851,160000
852,120000
853,240000
854,330000
855,140000
856,110000
857,130000
858,100000
859,240000
860,80000
861,160000
862,150000
863,50000
864,220000
865,360000
866,50000
867,200000
868,500000
869,50000
870,20000
871,20000
872,300000
873,120000
874,120000
875,400000
876,160000
877,160000
878,140000
879,50000
880,50000
881,360000
882,50000
883,200000
884,300000
885,340000
886,20000
887,20000
888,50000
889,320000
890,300000
891,360000
892,260000
893,70000
894,240000
895,210000
896,80000
897,80000
898,80000
899,150000
900,10000
901,200000
902,400000
903,500000
904,260000
905,140000
906,80000
907,20000
908,70000
909,220000
910,50000
911,60000
912,230000
913,100000
914,200000
915,40000
916,60000
917,290000
918,30000
919,110000
920,320000
921,300000
922,180000
923,160000
924,90000
925,80000
926,180000
927,320000
928,430000
929,10000
930,30000
931,270000
932,50000
933,150000
934,380000
935,160000
936,360000
937,280000
938,350000
939,50000
940,150000
941,80000
942,450000
943,20000
944,360000
945,50000
946,30000
947,20000
948,80000
949,20000
950,230000
951,200000
952,160000
953,50000
954,20000
955,230000
956,200000
957,500000
958,50000
959,20000
960,180000
961,70000
962,30000
963,30000
964,50000
965,240000
966,30000
967,200000
968,200000
969,160000
970,200000
971,360000
972,30000
973,360000
974,50000
975,30000
976,20000
977,120000
978,200000
979,20000
980,80000
981,310000
982,220000
983,610000
984,30000
985,50000
986,290000
987,170000
988,80000
989,290000
990,120000
991,500000
992,150000
993,170000
994,10000
995,330000
996,120000
997,80000
998,330000
999,110000
1000,170000
1001,160000
1002,50000
1003,280000
1004,50000
1005,50000
1006,30000
1007,360000
1008,30000
1009,20000
1010,50000
1011,130000
1012,140000
1013,320000
1014,50000
1015,200000
1016,200000
1017,320000
1018,20000
1019,290000
1020,170000
1021,360000
1022,210000
1023,200000
1024,90000
1025,150000
1026,70000
1027,50000
1028,120000
1029,260000
1030,180000
1031,400000
1032,150000
1033,110000
1034,310000
1035,230000
1036,80000
1037,110000
1038,150000
1039,310000
1040,30000
1041,150000
1042,140000
1043,30000
1044,20000
1045,300000
1046,80000
1047,30000
1048,100000
1049,30000
1050,200000
1051,250000
1052,100000
1053,130000
1054,80000
1055,50000
1056,120000
1057,50000
1058,70000
1059,70000
1060,140000
1061,50000
1062,80000
1063,330000
1064,20000
1065,370000
1066,370000
1067,130000
1068,250000
1069,500000
1070,130000
1071,80000
1072,50000
1073,290000
1074,50000
1075,470000
1076,80000
1077,250000
1078,110000
1079,220000
1080,90000
1081,190000
1082,50000
1083,50000
1084,160000
1085,210000
1086,20000
1087,330000
1088,390000
1089,180000
1090,350000
1091,80000
1092,190000
1093,80000
1094,110000
1095,50000
1096,70000
1097,200000
1098,290000
1099,230000
1100,210000
1101,100000
1102,130000
1103,80000
1104,460000
1105,130000
1106,20000
1107,100000
1108,160000
1109,190000
1110,450000
1111,20000
1112,100000
1113,30000
1114,350000
1115,100000
1116,10000
1117,200000
1118,170000
1119,80000
1120,60000
1121,20000
1122,70000
1123,110000
1124,170000
1125,160000
1126,440000
1127,500000
1128,80000
1129,110000
1130,80000
1131,210000
1132,120000
1133,140000
1134,200000
1135,360000
1136,80000
1137,150000
1138,150000
1139,80000
1140,50000
1141,130000
1142,30000
1143,80000
1144,50000
1145,240000
1146,50000
1147,40000
1148,90000
1149,210000
1150,20000
1151,20000
1152,20000
1153,290000
1154,50000
1155,230000
1156,250000
1157,360000
1158,170000
1159,150000
1160,80000
1161,240000
1162,170000
1163,240000
1164,200000
1165,170000
1166,170000
1167,360000
1168,90000
1169,70000
1170,200000
1171,170000
1172,260000
1173,180000
1174,20000
1175,150000
1176,240000
1177,60000
1178,230000
1179,300000
1180,70000
1181,180000
1182,260000
1183,510000
1184,410000
1185,60000
1186,150000
1187,130000
1188,50000
1189,200000
1190,200000
1191,320000
1192,280000
1193,430000
1194,50000
1195,130000
1196,290000
1197,80000
1198,20000
1199,200000
1200,110000
1201,30000
1202,260000
1203,260000
1204,210000
1205,150000
1206,20000
1207,360000
1208,80000
1209,150000
1210,10000
1211,50000
1212,160000
1213,50000
1214,80000
1215,200000
1216,120000
1217,40000
1218,30000
1219,30000
1220,200000
1221,80000
1222,50000
1223,210000
1224,200000
1225,300000
1226,480000
1227,290000
1228,30000
1229,50000
1230,180000
1231,100000
1232,320000
1233,90000
1234,130000
1235,470000
1236,200000
1237,210000
1238,30000
1239,30000
1240,200000
1241,120000
1242,310000
1243,150000
1244,300000
1245,390000
1246,80000
1247,60000
1248,240000
1249,20000
1250,270000
1251,80000
1252,230000
1253,260000
1254,230000
1255,300000
1256,180000
1257,160000
1258,180000
1259,80000
1260,110000
1261,30000
1262,500000
1263,210000
1264,130000
1265,30000
1266,400000
1267,290000
1268,50000
1269,250000
1270,160000
1271,200000
1272,50000
1273,400000
1274,450000
1275,20000
1276,220000
1277,150000
1278,50000
1279,80000
1280,50000
1281,430000
1282,20000
1283,280000
1284,30000
1285,400000
1286,290000
1287,150000
1288,290000
1289,60000
1290,60000
1291,50000
1292,280000
1293,100000
1294,180000
1295,80000
1296,280000
1297,100000
1298,40000
1299,300000
1300,50000
1301,30000
1302,80000
1303,50000
1304,360000
1305,80000
1306,500000
1307,170000
1308,30000
1309,130000
1310,170000
1311,420000
1312,380000
1313,80000
1314,30000
1315,160000
1316,50000
1317,60000
1318,310000
1319,40000
1320,20000
1321,120000
1322,40000
1323,130000
1324,30000
1325,230000
1326,70000
1327,220000
1328,130000
1329,80000
1330,240000
1331,80000
1332,360000
1333,300000
1334,280000
1335,50000
1336,500000
1337,230000
1338,200000
1339,190000
1340,80000
1341,80000
1342,50000
1343,50000
1344,50000
1345,210000
1346,20000
1347,20000
1348,210000
1349,180000
1350,110000
1351,400000
1352,180000
1353,50000
1354,50000
1355,200000
1356,200000
1357,50000
1358,50000
1359,310000
1360,70000
1361,160000
1362,330000
1363,230000
1364,240000
1365,460000
1366,50000
1367,140000
1368,110000
1369,230000
1370,420000
1371,60000
1372,180000
1373,140000
1374,20000
1375,50000
1376,180000
1377,260000
1378,120000
1379,110000
1380,50000
1381,50000
1382,250000
1383,160000
1384,200000
1385,80000
1386,30000
1387,130000
1388,20000
1389,20000
1390,240000
1391,140000
1392,240000
1393,50000
1394,370000
1395,360000
1396,360000
1397,200000
1398,100000
1399,110000
1400,60000
1401,330000
1402,150000
1403,200000
1404,300000
1405,130000
1406,80000
1407,200000
1408,20000
1409,50000
1410,160000
1411,50000
1412,180000
1413,120000
1414,300000
1415,30000
1416,60000
1417,280000
1418,200000
1419,80000
1420,250000
1421,360000
1422,50000
1423,50000
1424,170000
1425,70000
1426,380000
1427,50000
1428,560000
1429,30000
1430,160000
1431,50000
1432,110000
1433,200000
1434,370000
1435,20000
1436,50000
1437,20000
1438,70000
1439,50000
1440,130000
1441,60000
1442,120000
1443,90000
1444,180000
1445,60000
1446,50000
1447,130000
1448,160000
1449,110000
1450,500000
1451,130000
1452,100000
1453,300000
1454,400000
1455,220000
1456,220000
1457,200000
1458,450000
1459,130000
1460,70000
1461,190000
1462,160000
1463,300000
1464,500000
1465,260000
1466,100000
1467,260000
1468,170000
1469,80000
1470,20000
1471,50000
1472,250000
1473,250000
1474,210000
1475,150000
1476,50000
1477,230000
1478,210000
1479,130000
1480,220000
1481,360000
1482,470000
1483,50000
1484,360000
1485,50000
1486,210000
1487,200000
1488,290000
1489,310000
1490,50000
